num_expediente,hora,cod_distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,x_utm,y_utm,mes,dia
2021S000910,22:00:00,20.0,colisión múltiple,despejado,turismo,conductor,joven,hombre,sin asistencia,448477.297,4476026.516,1,6
2021S000914,23:30:00,6.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,440986.056,4480439.467,1,6
2021S000914,23:30:00,6.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,440986.056,4480439.467,1,6
2021S000917,1:14:00,11.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,437841.181,4471092.825,1,2
2021S000917,1:14:00,11.0,choque contra obstáculo fijo,despejado,turismo,pasajero,joven,hombre,sin asistencia,437841.181,4471092.825,1,2
2021S000917,1:14:00,11.0,choque contra obstáculo fijo,despejado,turismo,pasajero,adulto,mujer,sin asistencia,437841.181,4471092.825,1,2
2021S000918,13:50:00,13.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,443960.333,4471396.33,1,6
2021S000918,13:50:00,13.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,443960.333,4471396.33,1,6
2021S000920,13:45:00,5.0,colisión fronto-lateral,despejado,motocicleta hasta 125cc,conductor,adulto,mujer,leve,441556.902,4479091.554,1,6
2021S000920,13:45:00,5.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,mujer,sin asistencia,441556.902,4479091.554,1,6
2021S000921,23:00:00,3.0,colisión fronto-lateral,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,441486.872,4473792.775,1,6
2021S000922,7:40:00,17.0,choque contra obstáculo fijo,despejado,camión rígido,conductor,joven,hombre,sin asistencia,440047.022,4466216.062,1,0
2021S000922,7:40:00,17.0,choque contra obstáculo fijo,despejado,vehículo articulado,conductor,adulto,hombre,sin asistencia,440047.022,4466216.062,1,0
2021S000925,8:50:00,20.0,choque contra obstáculo fijo,nublado,turismo,conductor,adulto,mujer,sin asistencia,448127.676,4475803.949,1,0
2021S000926,22:54:00,3.0,caída,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,442714.477,4472525.981,1,2
2021S000927,14:40:00,3.0,alcance,despejado,turismo,conductor,joven,mujer,sin asistencia,442787.92,4472575.005,1,5
2021S000927,14:40:00,3.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,442787.92,4472575.005,1,5
2021S000927,14:40:00,3.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,442787.92,4472575.005,1,5
2021S000929,9:00:00,11.0,alcance,despejado,turismo,conductor,adulto,hombre,leve,438847.223,4470885.049,1,0
2021S000929,9:00:00,11.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,438847.223,4470885.049,1,0
2021S000930,7:00:00,4.0,alcance,lluvia débil,furgoneta,conductor,adulto,hombre,sin asistencia,444064.943,4474707.417,1,0
2021S000930,7:00:00,4.0,alcance,lluvia débil,motocicleta > 125cc,conductor,adulto,mujer,leve,444064.943,4474707.417,1,0
2021S000931,1:30:00,1.0,atropello a persona,despejado,bicicleta,conductor,adulto,hombre,sin asistencia,441181.483,4474109.006,1,6
2021S000931,1:30:00,1.0,atropello a persona,despejado,bicicleta,peatón,adulto,mujer,leve,441181.483,4474109.006,1,6
2021S000932,7:10:00,10.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,438588.196,4474102.782,1,0
2021S000933,11:40:00,2.0,colisión lateral,despejado,bicicleta,conductor,adulto,hombre,leve,439662.096,4472355.812,1,5
2021S000933,11:40:00,2.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,439662.096,4472355.812,1,5
2021S000936,11:40:00,11.0,atropello a persona,nublado,vehículo articulado,conductor,adulto,hombre,sin asistencia,436785.122,4470593.651,1,0
2021S000936,11:40:00,11.0,atropello a persona,nublado,vehículo articulado,peatón,adulto,hombre,leve,436785.122,4470593.651,1,0
2021S000937,13:30:00,10.0,alcance,despejado,motocicleta hasta 125cc,conductor,joven,hombre,sin asistencia,438662.22,4473617.848,1,6
2021S000937,13:30:00,10.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,438662.22,4473617.848,1,6
2021S000938,8:50:00,13.0,alcance,despejado,turismo,conductor,joven,hombre,leve,441808.027,4469994.043,1,0
2021S000938,8:50:00,13.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,441808.027,4469994.043,1,0
2021S000939,11:40:00,17.0,colisión múltiple,despejado,furgoneta,conductor,mayor,hombre,leve,439431.14,4465968.665,1,0
2021S000939,11:40:00,17.0,colisión múltiple,despejado,turismo,conductor,joven,mujer,leve,439431.14,4465968.665,1,0
2021S000939,11:40:00,17.0,colisión múltiple,despejado,turismo,conductor,adulto,hombre,sin asistencia,439431.14,4465968.665,1,0
2021S000939,11:40:00,17.0,colisión múltiple,despejado,turismo,pasajero,joven,mujer,sin asistencia,439431.14,4465968.665,1,0
2021S000940,13:10:00,18.0,atropello a persona,lluvia débil,turismo,conductor,joven,hombre,sin asistencia,446952.955,4470433.103,1,0
2021S000940,13:10:00,18.0,atropello a persona,lluvia débil,turismo,peatón,joven,hombre,sin asistencia,446952.955,4470433.103,1,0
2021S000942,14:10:00,11.0,colisión fronto-lateral,lluvia débil,ciclomotor,conductor,adulto,hombre,leve,436571.129,4470091.253,1,0
2021S000942,14:10:00,11.0,colisión fronto-lateral,lluvia débil,turismo,conductor,adulto,hombre,sin asistencia,436571.129,4470091.253,1,0
2021S000944,14:35:00,15.0,colisión lateral,nublado,camión rígido,conductor,adulto,hombre,sin asistencia,443933.64,4473936.293,1,0
2021S000944,14:35:00,15.0,colisión lateral,nublado,turismo,conductor,adulto,mujer,sin asistencia,443933.64,4473936.293,1,0
2021S000946,17:00:00,4.0,alcance,despejado,furgoneta,conductor,joven,hombre,sin asistencia,442269.482,4476334.718,1,0
2021S000946,17:00:00,4.0,alcance,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,sin asistencia,442269.482,4476334.718,1,0
2021S000947,14:35:00,7.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,440720.541,4477075.007,1,0
2021S000947,14:35:00,7.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,440720.541,4477075.007,1,0
2021S000948,15:50:00,20.0,colisión lateral,nublado,furgoneta,conductor,joven,hombre,leve,452393.963,4477778.201,1,0
2021S000948,15:50:00,20.0,colisión lateral,nublado,furgoneta,pasajero,joven,hombre,sin asistencia,452393.963,4477778.201,1,0
2021S000948,15:50:00,20.0,colisión lateral,nublado,turismo,conductor,adulto,hombre,sin asistencia,452393.963,4477778.201,1,0
2021S000949,14:15:00,17.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,mujer,sin asistencia,440780.787,4466952.175,1,0
2021S000949,14:15:00,17.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,mujer,sin asistencia,440780.787,4466952.175,1,0
2021S000949,14:15:00,17.0,colisión fronto-lateral,despejado,turismo,pasajero,niños,mujer,leve,440780.787,4466952.175,1,0
2021S000949,14:15:00,17.0,colisión fronto-lateral,despejado,turismo,pasajero,adulto,hombre,leve,440780.787,4466952.175,1,0
2021S000949,14:15:00,17.0,colisión fronto-lateral,despejado,turismo,pasajero,niños,mujer,leve,440780.787,4466952.175,1,0
2021S000949,14:15:00,17.0,colisión fronto-lateral,despejado,turismo,pasajero,niños,hombre,leve,440780.787,4466952.175,1,0
2021S000951,16:35:00,10.0,colisión fronto-lateral,nevando,turismo,conductor,adulto,mujer,sin asistencia,435092.753,4470681.465,1,3
2021S000951,16:35:00,10.0,colisión fronto-lateral,nevando,turismo,conductor,adulto,mujer,sin asistencia,435092.753,4470681.465,1,3
2021S000952,18:05:00,9.0,caída,nublado,ciclomotor,conductor,adulto,hombre,leve,439326.604,4474976.162,1,0
2021S000953,18:40:00,11.0,colisión múltiple,nublado,furgoneta,conductor,joven,hombre,sin asistencia,438991.821,4472259.049,1,0
2021S000953,18:40:00,11.0,colisión múltiple,nublado,turismo,conductor,joven,hombre,sin asistencia,438991.821,4472259.049,1,0
2021S000953,18:40:00,11.0,colisión múltiple,nublado,turismo,conductor,joven,hombre,sin asistencia,438991.821,4472259.049,1,0
2021S000955,17:25:00,5.0,caída,lluvia débil,motocicleta > 125cc,conductor,joven,hombre,sin asistencia,443875.015,4477411.804,1,0
2021S000956,18:58:00,4.0,alcance,nublado,turismo,conductor,adulto,hombre,sin asistencia,443947.536,4475983.555,1,0
2021S000956,18:58:00,4.0,alcance,nublado,turismo,conductor,adulto,hombre,sin asistencia,443947.536,4475983.555,1,0
2021S000956,18:58:00,4.0,alcance,nublado,turismo,pasajero,joven,mujer,sin asistencia,443947.536,4475983.555,1,0
2021S000957,19:20:00,4.0,caída,nublado,bicicleta epac (pedaleo asistido),conductor,adulto,hombre,leve,442176.214,4475010.498,1,0
2021S000958,17:40:00,4.0,caída,nublado,motocicleta > 125cc,conductor,joven,hombre,leve,441936.423,4476038.745,1,0
2021S000958,17:40:00,4.0,caída,nublado,turismo,conductor,adulto,hombre,sin asistencia,441936.423,4476038.745,1,0
2021S000959,20:25:00,7.0,caída,nublado,furgoneta,conductor,joven,hombre,sin asistencia,441014.538,4475804.545,1,0
2021S000959,20:25:00,7.0,caída,nublado,motocicleta hasta 125cc,conductor,adulto,mujer,sin asistencia,441014.538,4475804.545,1,0
2021S000959,20:25:00,7.0,caída,nublado,turismo,conductor,joven,hombre,sin asistencia,441014.538,4475804.545,1,0
2021S000960,18:05:00,2.0,alcance,despejado,turismo,conductor,adolescente,hombre,sin asistencia,439978.798,4473038.594,1,5
2021S000960,18:05:00,2.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,439978.798,4473038.594,1,5
2021S000961,20:55:00,20.0,choque contra obstáculo fijo,despejado,furgoneta,conductor,joven,hombre,sin asistencia,448198.503,4477234.691,1,0
2021S000961,20:55:00,20.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,leve,448198.503,4477234.691,1,0
2021S000961,20:55:00,20.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,448198.503,4477234.691,1,0
2021S000961,20:55:00,20.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,448198.503,4477234.691,1,0
2021S000961,20:55:00,20.0,choque contra obstáculo fijo,despejado,turismo,pasajero,joven,mujer,leve,448198.503,4477234.691,1,0
2021S000962,22:10:00,17.0,colisión fronto-lateral,lluvia débil,turismo,conductor,adolescente,hombre,sin asistencia,441305.479,4467564.59,1,0
2021S000962,22:10:00,17.0,colisión fronto-lateral,lluvia débil,turismo,conductor,adulto,hombre,leve,441305.479,4467564.59,1,0
2021S000963,21:50:00,3.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,443546.067,4474611.871,1,0
2021S000964,22:20:00,13.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,446705.705,4471387.979,1,0
2021S000966,21:30:00,18.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,446934.184,4470498.401,1,0
2021S000968,22:30:00,8.0,colisión frontal,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,439709.629,4480676.425,1,6
2021S000968,22:30:00,8.0,colisión frontal,despejado,turismo,conductor,adulto,hombre,sin asistencia,439709.629,4480676.425,1,6
2021S000969,9:15:00,2.0,alcance,nublado,furgoneta,conductor,adulto,mujer,sin asistencia,441373.927,4470569.736,1,0
2021S000969,9:15:00,2.0,alcance,nublado,turismo,conductor,adulto,hombre,sin asistencia,441373.927,4470569.736,1,0
2021S000970,7:50:00,5.0,choque contra obstáculo fijo,lluvia débil,turismo,conductor,adulto,hombre,sin asistencia,442314.526,4478874.038,1,1
2021S000971,8:25:00,4.0,alcance,nublado,motocicleta > 125cc,conductor,adulto,hombre,sin asistencia,442071.678,4475166.444,1,1
2021S000971,8:25:00,4.0,alcance,nublado,todo terreno,conductor,joven,mujer,sin asistencia,442071.678,4475166.444,1,1
2021S000972,8:47:00,20.0,atropello a persona,nublado,turismo,conductor,adulto,mujer,sin asistencia,447120.344,4474945.219,1,1
2021S000972,8:47:00,20.0,atropello a persona,nublado,turismo,peatón,niños,mujer,leve,447120.344,4474945.219,1,1
2021S000973,7:45:00,21.0,caída,nublado,motocicleta hasta 125cc,conductor,joven,hombre,leve,447508.215,4479347.861,1,1
2021S000973,7:45:00,21.0,caída,nublado,turismo,conductor,adulto,mujer,sin asistencia,447508.215,4479347.861,1,1
2021S000974,11:00:00,7.0,choque contra obstáculo fijo,despejado,camión rígido,conductor,joven,hombre,sin asistencia,440466.858,4475811.121,1,0
2021S000974,11:00:00,7.0,choque contra obstáculo fijo,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,440466.858,4475811.121,1,0
2021S000975,8:35:00,4.0,alcance,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,sin asistencia,442823.934,4476191.895,1,1
2021S000975,8:35:00,4.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,442823.934,4476191.895,1,1
2021S000976,11:00:00,1.0,alcance,despejado,motocicleta hasta 125cc,conductor,joven,hombre,sin asistencia,439973.704,4473593.723,1,0
2021S000976,11:00:00,1.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,439973.704,4473593.723,1,0
2021S000976,11:00:00,1.0,alcance,despejado,turismo,pasajero,adulto,hombre,sin asistencia,439973.704,4473593.723,1,0
2021S000977,9:40:00,20.0,alcance,nublado,furgoneta,conductor,adulto,hombre,sin asistencia,446952.542,4474617.91,1,1
2021S000977,9:40:00,20.0,alcance,nublado,motocicleta > 125cc,conductor,adulto,hombre,leve,446952.542,4474617.91,1,1
2021S000978,7:50:00,7.0,caída,nublado,motocicleta hasta 125cc,conductor,joven,mujer,leve,441319.273,4477003.744,1,1
2021S000979,23:30:00,14.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,444510.526,4472827.659,1,4
2021S000979,23:30:00,14.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,444510.526,4472827.659,1,4
2021S000980,11:15:00,15.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,445683.721,4475729.033,1,1
2021S000981,22:50:00,4.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,sin asistencia,442676.413,4475093.224,1,5
2021S000982,13:40:00,8.0,atropello a persona,despejado,turismo,conductor,joven,hombre,sin asistencia,440438.1,4481736.23,1,0
2021S000982,13:40:00,8.0,atropello a persona,despejado,turismo,peatón,adulto,mujer,leve,440438.1,4481736.23,1,0
2021S000983,11:00:00,10.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,leve,438554.72,4474250.912,1,0
2021S000984,9:35:00,13.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,442409.183,4468680.018,1,0
2021S000984,9:35:00,13.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,442409.183,4468680.018,1,0
2021S000985,14:00:00,8.0,alcance,lluvia débil,furgoneta,conductor,adulto,hombre,sin asistencia,441985.0,4482002.64,1,0
2021S000985,14:00:00,8.0,alcance,lluvia débil,turismo,conductor,adulto,hombre,leve,441985.0,4482002.64,1,0
2021S000986,12:15:00,4.0,alcance,despejado,furgoneta,conductor,joven,hombre,sin asistencia,442802.758,4476203.862,1,1
2021S000986,12:15:00,4.0,alcance,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,442802.758,4476203.862,1,1
2021S000988,11:10:00,9.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,438808.473,4474360.895,1,1
2021S000988,11:10:00,9.0,choque contra obstáculo fijo,despejado,turismo,pasajero,joven,mujer,sin asistencia,438808.473,4474360.895,1,1
2021S000988,11:10:00,9.0,choque contra obstáculo fijo,despejado,turismo,pasajero,niños,mujer,sin asistencia,438808.473,4474360.895,1,1
2021S000990,13:30:00,20.0,caída,despejado,furgoneta,conductor,mayor,hombre,sin asistencia,447029.304,4474894.964,1,1
2021S000990,13:30:00,20.0,caída,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,447029.304,4474894.964,1,1
2021S000990,13:30:00,20.0,caída,despejado,motocicleta > 125cc,peatón,adulto,hombre,sin asistencia,447029.304,4474894.964,1,1
2021S000990,13:30:00,20.0,caída,despejado,turismo,conductor,adulto,mujer,sin asistencia,447029.304,4474894.964,1,1
2021S000991,12:45:00,18.0,colisión lateral,despejado,turismo,conductor,adulto,hombre,leve,448521.885,4468712.844,1,1
2021S000991,12:45:00,18.0,colisión lateral,despejado,turismo,conductor,adulto,mujer,leve,448521.885,4468712.844,1,1
2021S000992,20:38:00,11.0,alcance,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,439362.096,4472171.215,1,6
2021S000992,20:38:00,11.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,439362.096,4472171.215,1,6
2021S000993,21:30:00,5.0,alcance,despejado,motocicleta > 125cc,conductor,adulto,hombre,sin asistencia,442908.301,4477535.11,1,0
2021S000993,21:30:00,5.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,442908.301,4477535.11,1,0
2021S000993,21:30:00,5.0,alcance,despejado,turismo,pasajero,adulto,hombre,sin asistencia,442908.301,4477535.11,1,0
2021S000994,20:55:00,10.0,caída,despejado,motocicleta > 125cc,conductor,joven,hombre,leve,435018.936,4469690.24,1,0
2021S000996,21:00:00,10.0,colisión frontal,despejado,turismo,conductor,adulto,hombre,leve,438088.13,4472826.615,1,0
2021S000996,21:00:00,10.0,colisión frontal,despejado,turismo,conductor,adulto,mujer,sin asistencia,438088.13,4472826.615,1,0
2021S000997,16:28:00,5.0,colisión frontal,despejado,turismo,conductor,joven,mujer,sin asistencia,441596.196,4477942.908,1,0
2021S000997,16:28:00,5.0,colisión frontal,despejado,turismo,conductor,adulto,hombre,sin asistencia,441596.196,4477942.908,1,0
2021S000998,19:45:00,14.0,colisión fronto-lateral,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,sin asistencia,443583.347,4474599.027,1,0
2021S000999,14:40:00,20.0,alcance,nublado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,448325.936,4477825.51,1,1
2021S000999,14:40:00,20.0,alcance,nublado,turismo,conductor,adulto,hombre,sin asistencia,448325.936,4477825.51,1,1
2021S001001,16:00:00,15.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,445715.82,4475163.35,1,1
2021S001001,16:00:00,15.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,445715.82,4475163.35,1,1
2021S001002,17:00:00,15.0,colisión lateral,nublado,turismo,conductor,adulto,hombre,sin asistencia,445022.319,4475426.889,1,1
2021S001002,17:00:00,15.0,colisión lateral,nublado,turismo,conductor,adulto,hombre,sin asistencia,445022.319,4475426.889,1,1
2021S001002,17:00:00,15.0,colisión lateral,nublado,turismo,pasajero,adulto,mujer,sin asistencia,445022.319,4475426.889,1,1
2021S001003,14:34:00,3.0,colisión múltiple,despejado,todo terreno,conductor,adulto,hombre,sin asistencia,442316.39,4471211.304,1,1
2021S001003,14:34:00,3.0,colisión múltiple,despejado,turismo,conductor,adulto,mujer,sin asistencia,442316.39,4471211.304,1,1
2021S001003,14:34:00,3.0,colisión múltiple,despejado,turismo,conductor,adulto,hombre,sin asistencia,442316.39,4471211.304,1,1
2021S001004,14:50:00,19.0,alcance,nublado,turismo,conductor,joven,hombre,leve,448235.716,4472449.201,1,1
2021S001004,14:50:00,19.0,alcance,nublado,turismo,conductor,adulto,hombre,leve,448235.716,4472449.201,1,1
2021S001005,15:00:00,10.0,caída,nublado,motocicleta > 125cc,conductor,adulto,hombre,leve,436968.657,4473385.643,1,1
2021S001006,15:50:00,8.0,colisión fronto-lateral,lluvia débil,turismo,conductor,adulto,mujer,leve,441745.022,4480713.929,1,2
2021S001006,15:50:00,8.0,colisión fronto-lateral,lluvia débil,turismo,conductor,adulto,mujer,sin asistencia,441745.022,4480713.929,1,2
2021S001009,16:55:00,9.0,choque contra obstáculo fijo,despejado,furgoneta,conductor,joven,hombre,sin asistencia,438843.289,4479354.375,1,1
2021S001009,16:55:00,9.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,mujer,sin asistencia,438843.289,4479354.375,1,1
2021S001009,16:55:00,9.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,438843.289,4479354.375,1,1
2021S001011,17:45:00,6.0,alcance,nublado,motocicleta hasta 125cc,conductor,adulto,hombre,sin asistencia,440618.316,4479235.627,1,1
2021S001011,17:45:00,6.0,alcance,nublado,turismo,conductor,adulto,hombre,sin asistencia,440618.316,4479235.627,1,1
2021S001012,15:40:00,4.0,choque contra obstáculo fijo,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,441862.01,4476294.008,1,1
2021S001013,17:53:00,17.0,colisión lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,441744.873,4465991.817,1,1
2021S001013,17:53:00,17.0,colisión lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,441744.873,4465991.817,1,1
2021S001014,21:15:00,8.0,caída,nevando,motocicleta hasta 125cc,conductor,joven,hombre,leve,440773.256,4482652.354,1,3
2021S001015,15:29:00,9.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,438834.384,4474518.482,1,1
2021S001015,15:29:00,9.0,alcance,despejado,turismo,conductor,adulto,mujer,leve,438834.384,4474518.482,1,1
2021S001016,19:15:00,5.0,colisión fronto-lateral,despejado,furgoneta,conductor,adulto,hombre,sin asistencia,443421.175,4478292.734,1,1
2021S001016,19:15:00,5.0,colisión fronto-lateral,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,443421.175,4478292.734,1,1
2021S001017,21:00:00,8.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,443074.574,4483712.383,1,2
2021S001017,21:00:00,8.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,443074.574,4483712.383,1,2
2021S001019,19:20:00,16.0,alcance,despejado,turismo,conductor,adulto,mujer,sin asistencia,444934.112,4480437.491,1,1
2021S001019,19:20:00,16.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,444934.112,4480437.491,1,1
2021S001019,19:20:00,16.0,alcance,despejado,turismo,pasajero,niños,mujer,sin asistencia,444934.112,4480437.491,1,1
2021S001021,18:50:00,13.0,colisión fronto-lateral,despejado,turismo,conductor,joven,hombre,sin asistencia,445475.656,4471067.549,1,1
2021S001021,18:50:00,13.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,445475.656,4471067.549,1,1
2021S001021,18:50:00,13.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,445475.656,4471067.549,1,1
2021S001021,18:50:00,13.0,colisión fronto-lateral,despejado,turismo,pasajero,niños,hombre,sin asistencia,445475.656,4471067.549,1,1
2021S001021,18:50:00,13.0,colisión fronto-lateral,despejado,turismo,pasajero,joven,hombre,sin asistencia,445475.656,4471067.549,1,1
2021S001022,20:15:00,3.0,alcance,despejado,furgoneta,conductor,joven,hombre,sin asistencia,443195.476,4474082.462,1,1
2021S001022,20:15:00,3.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,443195.476,4474082.462,1,1
2021S001024,19:51:00,2.0,colisión fronto-lateral,nublado,turismo,conductor,joven,hombre,leve,440312.537,4472340.172,1,0
2021S001024,19:51:00,2.0,colisión fronto-lateral,nublado,turismo,conductor,adulto,hombre,leve,440312.537,4472340.172,1,0
2021S001025,18:21:00,10.0,choque contra obstáculo fijo,despejado,turismo,conductor,adulto,hombre,sin asistencia,435826.143,4472185.307,1,4
2021S001026,19:55:00,10.0,caída,despejado,vmu eléctrico,conductor,adulto,mujer,leve,434457.782,4469925.781,1,1
2021S001027,20:30:00,10.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,438567.877,4474390.712,1,1
2021S001029,20:50:00,6.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,440954.371,4479078.047,1,1
2021S001031,14:35:00,13.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,445576.191,4471051.744,1,1
2021S001031,14:35:00,13.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,445576.191,4471051.744,1,1
2021S001032,19:30:00,8.0,alcance,despejado,turismo,conductor,adulto,mujer,sin asistencia,440284.428,4481259.201,1,5
2021S001032,19:30:00,8.0,alcance,despejado,turismo,conductor,adulto,hombre,sin asistencia,440284.428,4481259.201,1,5
2021S001034,20:20:00,15.0,caída,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,444168.285,4477369.873,1,1
2021S001034,20:20:00,15.0,caída,despejado,motocicleta > 125cc,pasajero,adulto,mujer,leve,444168.285,4477369.873,1,1
2021S001038,20:40:00,11.0,alcance,despejado,turismo,conductor,joven,hombre,sin asistencia,437059.622,4468782.97,1,1
2021S001038,20:40:00,11.0,alcance,despejado,turismo,conductor,adulto,hombre,leve,437059.622,4468782.97,1,1
2021S001038,20:40:00,11.0,alcance,despejado,turismo,pasajero,adolescente,mujer,sin asistencia,437059.622,4468782.97,1,1
2021S001038,20:40:00,11.0,alcance,despejado,turismo,pasajero,adolescente,mujer,sin asistencia,437059.622,4468782.97,1,1
2021S001039,23:05:00,9.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,439314.675,4474681.344,1,1
2021S001039,23:05:00,9.0,caída,despejado,motocicleta hasta 125cc,conductor,adulto,hombre,leve,439314.675,4474681.344,1,1
2021S001040,23:30:00,16.0,choque contra obstáculo fijo,despejado,turismo,conductor,joven,hombre,sin asistencia,443170.349,4480890.455,1,1
2021S001042,13:00:00,7.0,alcance,nublado,motocicleta hasta 125cc,conductor,joven,hombre,sin asistencia,440192.12,4475670.949,1,0
2021S001042,13:00:00,7.0,alcance,nublado,turismo,conductor,adulto,hombre,sin asistencia,440192.12,4475670.949,1,0
2021S001043,7:25:00,2.0,caída,lluvia débil,bicicleta,conductor,adulto,mujer,leve,440650.303,4472482.698,1,1
2021S001044,7:25:00,4.0,colisión fronto-lateral,despejado,turismo,conductor,adulto,hombre,sin asistencia,442337.417,4475699.301,1,2
2021S001045,11:00:00,8.0,colisión fronto-lateral,lluvia débil,furgoneta,conductor,adulto,hombre,sin asistencia,440254.976,4481428.83,1,1
2021S001045,11:00:00,8.0,colisión fronto-lateral,lluvia débil,turismo,conductor,adulto,hombre,sin asistencia,440254.976,4481428.83,1,1
2021S001046,18:00:00,5.0,caída,despejado,motocicleta > 125cc,conductor,adulto,mujer,sin asistencia,442080.849,4476720.856,1,0
2021S001047,7:50:00,3.0,choque contra obstáculo fijo,despejado,motocicleta > 125cc,conductor,adulto,hombre,leve,443233.503,4474480.549,1,1
2021S001048,7:30:00,11.0,alcance,despejado,autobús,conductor,adulto,hombre,leve,436427.567,4469790.423,1,2
2021S001048,7:30:00,11.0,alcance,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,436427.567,4469790.423,1,2
2021S001049,8:10:00,15.0,colisión lateral,despejado,autobús,conductor,adulto,hombre,sin asistencia,444727.837,4477908.815,1,2
2021S001049,8:10:00,15.0,colisión lateral,despejado,autobús,pasajero,joven,mujer,sin asistencia,444727.837,4477908.815,1,2
2021S001049,8:10:00,15.0,colisión lateral,despejado,camión rígido,conductor,adulto,hombre,sin asistencia,444727.837,4477908.815,1,2
